Measure_seaMeanlevel,date,Value_seaMeanlevel
North Pacific,2000-11-30,39.95
North Sea,2000-11-30,17.21
Pacific Ocean,2000-11-30,12.74
Sea Japan,2000-11-30,75.48
Sea Okhotsk,2000-11-30,2.96
South China,2000-11-30,76.42
Southern Ocean,2000-11-30,-6.82
Tropics,2000-11-30,9.34
World,2000-11-30,9.52
Yellow Sea,2000-11-30,26.86
Adriatic Sea,2000-12-01,130.96
Caribbean Sea,2000-12-01,6.11
Persian Gulf,2000-12-01,5.21
Baltic Sea,2000-12-09,-22.1
Sea Okhotsk,2000-12-09,41.76
Andaman Sea,2000-12-10,57.34
Arabian Sea,2000-12-10,-34.7
Atlantic Ocean,2000-12-10,7.25
Bay Bengal,2000-12-10,-21.35
Bering Sea,2000-12-10,-21.16
Caribbean Sea,2000-12-10,10.01
Gulf Mexico,2000-12-10,11.3
Indian Ocean,2000-12-10,-17.38
Indonesian,2000-12-10,133.48
Mediterranean,2000-12-10,57.13
Nino,2000-12-10,0.15
North Atlantic,2000-12-10,30.17
North Pacific,2000-12-10,26.25
North Sea,2000-12-10,114.31
Pacific Ocean,2000-12-10,10.24
Persian Gulf,2000-12-10,0.01
Sea Japan,2000-12-10,62.38
South China,2000-12-10,74.22
Southern Ocean,2000-12-10,-1.92
Tropics,2000-12-10,4.84
World,2000-12-10,6.92
Yellow Sea,2000-12-10,23.36
Adriatic Sea,2000-12-11,69.26
Andaman Sea,2000-12-19,-0.66
Baltic Sea,2000-12-19,137.1
North Sea,2000-12-19,79.51
Sea Okhotsk,2000-12-19,0.96
Arabian Sea,2000-12-20,-34.6
Atlantic Ocean,2000-12-20,5.65
Bay Bengal,2000-12-20,-26.15
Bering Sea,2000-12-20,-44.26
Caribbean Sea,2000-12-20,1.51
Gulf Mexico,2000-12-20,-10.7
Indian Ocean,2000-12-20,-11.68
Indonesian,2000-12-20,108.08
Mediterranean,2000-12-20,13.63
Nino,2000-12-20,-3.25
North Atlantic,2000-12-20,18.27
North Pacific,2000-12-20,17.45
Pacific Ocean,2000-12-20,3.54
Persian Gulf,2000-12-20,23.81
Sea Japan,2000-12-20,60.28
South China,2000-12-20,86.52
Southern Ocean,2000-12-20,-0.42
Tropics,2000-12-20,-0.16
World,2000-12-20,2.92
Yellow Sea,2000-12-20,14.86
Adriatic Sea,2000-12-21,28.46
Baltic Sea,2000-12-29,-37.1
North Sea,2000-12-29,-1.49
Persian Gulf,2000-12-29,-37.69
Sea Okhotsk,2000-12-29,19.46
Andaman Sea,2000-12-30,-31.36
Arabian Sea,2000-12-30,-44.5
Atlantic Ocean,2000-12-30,3.95
Bay Bengal,2000-12-30,-27.75
Bering Sea,2000-12-30,-32.16
Caribbean Sea,2000-12-30,-15.09
Gulf Mexico,2000-12-30,-33.6
Indian Ocean,2000-12-30,-10.58
Indonesian,2000-12-30,96.78
Mediterranean,2000-12-30,96.73
Nino,2000-12-30,-5.15
North Atlantic,2000-12-30,6.17
North Pacific,2000-12-30,2.55
Pacific Ocean,2000-12-30,3.74
Sea Japan,2000-12-30,66.88
South China,2000-12-30,79.72
Southern Ocean,2000-12-30,4.78
Tropics,2000-12-30,-0.56
World,2000-12-30,2.62
Yellow Sea,2000-12-30,1.16
Adriatic Sea,2000-12-31,190.96
Andaman Sea,2001-01-08,20.84
Baltic Sea,2001-01-08,-15.2
Mediterranean,2001-01-08,104.83
North Sea,2001-01-08,53.51
Persian Gulf,2001-01-08,-18.59
Sea Japan,2001-01-08,64.48
Sea Okhotsk,2001-01-08,27.16
South China,2001-01-08,49.52
Adriatic Sea,2001-01-09,185.86
Arabian Sea,2001-01-09,-23.5
Atlantic Ocean,2001-01-09,3.85
Bay Bengal,2001-01-09,-8.15
Bering Sea,2001-01-09,-36.56
Caribbean Sea,2001-01-09,-9.19
Gulf Mexico,2001-01-09,-50.2
Indian Ocean,2001-01-09,4.22
Indonesian,2001-01-09,103.68
Nino,2001-01-09,-1.75
North Atlantic,2001-01-09,0.27
North Pacific,2001-01-09,-19.55
Pacific Ocean,2001-01-09,-2.96
Southern Ocean,2001-01-09,8.68
Tropics,2001-01-09,1.34
World,2001-01-09,2.62
Yellow Sea,2001-01-09,46.76
Sea Okhotsk,2001-01-27,-51.44
Andaman Sea,2001-01-28,-46.36
Arabian Sea,2001-01-28,-23.0
Bay Bengal,2001-01-28,-8.85
Bering Sea,2001-01-28,-64.36
Gulf Mexico,2001-01-28,-57.3
Indian Ocean,2001-01-28,12.12
Indonesian,2001-01-28,106.68
Mediterranean,2001-01-28,-25.57
Nino,2001-01-28,-5.15
North Sea,2001-01-28,-47.99
Pacific Ocean,2001-01-28,-1.76
Persian Gulf,2001-01-28,-4.59
Sea Japan,2001-01-28,10.38
South China,2001-01-28,38.42
Southern Ocean,2001-01-28,23.88
Tropics,2001-01-28,0.94
World,2001-01-28,4.12
Adriatic Sea,2001-01-29,80.66
Atlantic Ocean,2001-01-29,10.55
Caribbean Sea,2001-01-29,8.81
North Atlantic,2001-01-29,1.37
North Pacific,2001-01-29,-31.95
Yellow Sea,2001-01-29,20.76
Andaman Sea,2001-02-07,-40.76
Arabian Sea,2001-02-07,-26.6
Atlantic Ocean,2001-02-07,3.75
Bay Bengal,2001-02-07,-11.85
Bering Sea,2001-02-07,-46.66
Indian Ocean,2001-02-07,7.62
Indonesian,2001-02-07,156.58
Mediterranean,2001-02-07,1.93
Nino,2001-02-07,-15.15
North Pacific,2001-02-07,-22.15
Pacific Ocean,2001-02-07,-4.66
Persian Gulf,2001-02-07,-75.89
Sea Japan,2001-02-07,-30.92
Sea Okhotsk,2001-02-07,-33.94
South China,2001-02-07,58.22
Southern Ocean,2001-02-07,20.68
Tropics,2001-02-07,-2.16
World,2001-02-07,0.62
Adriatic Sea,2001-02-08,79.96
Caribbean Sea,2001-02-08,-11.59
Gulf Mexico,2001-02-08,-47.3
North Atlantic,2001-02-08,-21.23
Yellow Sea,2001-02-08,-22.54
Baltic Sea,2001-02-16,-61.3
Sea Okhotsk,2001-02-16,-44.54
Andaman Sea,2001-02-17,-76.96
Arabian Sea,2001-02-17,-46.2
Atlantic Ocean,2001-02-17,3.95
Bay Bengal,2001-02-17,-21.95
Bering Sea,2001-02-17,-47.36
Gulf Mexico,2001-02-17,-66.0
Indian Ocean,2001-02-17,-16.58
Indonesian,2001-02-17,181.08
Mediterranean,2001-02-17,-56.87
Nino,2001-02-17,-19.15
North Atlantic,2001-02-17,-22.43
North Pacific,2001-02-17,-36.65
North Sea,2001-02-17,120.41
Pacific Ocean,2001-02-17,-9.76
Sea Japan,2001-02-17,-34.42
South China,2001-02-17,83.12
Southern Ocean,2001-02-17,12.68
Tropics,2001-02-17,-8.56
World,2001-02-17,-6.28
Adriatic Sea,2001-02-18,-35.74
Caribbean Sea,2001-02-18,-16.89
Yellow Sea,2001-02-18,-50.74
Baltic Sea,2001-02-26,-51.6
Sea Okhotsk,2001-02-26,20.06
Andaman Sea,2001-02-27,-71.56
Arabian Sea,2001-02-27,-32.9
Atlantic Ocean,2001-02-27,-3.05
Bay Bengal,2001-02-27,-11.65
Bering Sea,2001-02-27,-71.96
Gulf Mexico,2001-02-27,-72.9
Indian Ocean,2001-02-27,-9.68
Indonesian,2001-02-27,161.98
Mediterranean,2001-02-27,-77.37
Nino,2001-02-27,-18.45
North Atlantic,2001-02-27,-42.53
North Pacific,2001-02-27,-46.05
North Sea,2001-02-27,-64.49
Pacific Ocean,2001-02-27,-3.76
Persian Gulf,2001-02-27,-79.59
Sea Japan,2001-02-27,-37.02
South China,2001-02-27,17.12
Southern Ocean,2001-02-27,20.98
Tropics,2001-02-27,-6.26
World,2001-02-27,-5.38
Adriatic Sea,2001-02-28,7.96
Caribbean Sea,2001-02-28,-45.39
Yellow Sea,2001-02-28,-82.54
Andaman Sea,2001-03-09,-55.16
Arabian Sea,2001-03-09,-0.4
Atlantic Ocean,2001-03-09,-2.05
Bay Bengal,2001-03-09,-3.65
Bering Sea,2001-03-09,-81.56
Caribbean Sea,2001-03-09,-58.49
Gulf Mexico,2001-03-09,-76.0
Indian Ocean,2001-03-09,3.22
Indonesian,2001-03-09,144.08
Mediterranean,2001-03-09,55.23
Nino,2001-03-09,-11.15
North Atlantic,2001-03-09,-48.23
North Pacific,2001-03-09,-50.55
North Sea,2001-03-09,-40.29
Pacific Ocean,2001-03-09,-0.06
Persian Gulf,2001-03-09,-13.49
Sea Japan,2001-03-09,-46.22
Sea Okhotsk,2001-03-09,-19.94
South China,2001-03-09,40.02
Southern Ocean,2001-03-09,27.48
Tropics,2001-03-09,0.84
World,2001-03-09,0.62
Adriatic Sea,2001-03-10,133.96
North Sea,2001-03-18,-37.69
Andaman Sea,2001-03-19,-68.36
Arabian Sea,2001-03-19,9.3
Atlantic Ocean,2001-03-19,-2.15
Bay Bengal,2001-03-19,3.95
Bering Sea,2001-03-19,-69.86
Caribbean Sea,2001-03-19,-42.89
Gulf Mexico,2001-03-19,-56.3
Indian Ocean,2001-03-19,2.22
Indonesian,2001-03-19,123.08
Mediterranean,2001-03-19,-24.87
Nino,2001-03-19,-13.85
North Atlantic,2001-03-19,-58.33
North Pacific,2001-03-19,-56.25
Pacific Ocean,2001-03-19,0.34
Persian Gulf,2001-03-19,-53.09
Sea Japan,2001-03-19,-50.12
South China,2001-03-19,-16.08
Southern Ocean,2001-03-19,31.28
Tropics,2001-03-19,-1.46
World,2001-03-19,-0.48
Adriatic Sea,2001-03-20,12.86
Sea Okhotsk,2001-03-21,42.36
Persian Gulf,2001-03-27,-87.09
Andaman Sea,2001-03-29,-63.66
Arabian Sea,2001-03-29,8.8
Atlantic Ocean,2001-03-29,-7.25
Bay Bengal,2001-03-29,-6.75
Bering Sea,2001-03-29,-64.06
Caribbean Sea,2001-03-29,-49.09
Gulf Mexico,2001-03-29,-72.6
Indian Ocean,2001-03-29,10.42
Indonesian,2001-03-29,101.28
Mediterranean,2001-03-29,-52.77
Nino,2001-03-29,-9.45
North Atlantic,2001-03-29,-59.23
North Pacific,2001-03-29,-44.15
Pacific Ocean,2001-03-29,8.84
Sea Japan,2001-03-29,-46.42
Sea Okhotsk,2001-03-29,-3.24
South China,2001-03-29,-15.48
Southern Ocean,2001-03-29,34.38
Tropics,2001-03-29,2.24
World,2001-03-29,3.32
Adriatic Sea,2001-03-30,40.56
Yellow Sea,2001-03-30,-66.14
North Sea,2001-04-07,-52.49
Sea Okhotsk,2001-04-07,-12.84
South China,2001-04-07,1.32
Andaman Sea,2001-04-08,-74.96
Arabian Sea,2001-04-08,20.5
Atlantic Ocean,2001-04-08,-12.25
Bay Bengal,2001-04-08,-8.05
Bering Sea,2001-04-08,-77.36
Caribbean Sea,2001-04-08,-49.69
Gulf Mexico,2001-04-08,-51.6
Indian Ocean,2001-04-08,13.82
Indonesian,2001-04-08,110.28
Nino,2001-04-08,-11.95
North Atlantic,2001-04-08,-62.83
North Pacific,2001-04-08,-30.95
Pacific Ocean,2001-04-08,4.34
Persian Gulf,2001-04-08,-65.89
Sea Japan,2001-04-08,-54.62
Southern Ocean,2001-04-08,32.28
Tropics,2001-04-08,-1.16
World,2001-04-08,0.62
Yellow Sea,2001-04-08,-69.74
Adriatic Sea,2001-04-09,-36.44
Andaman Sea,2001-04-17,-41.06
Bay Bengal,2001-04-17,14.95
Persian Gulf,2001-04-17,-44.09
Arabian Sea,2001-04-18,40.3
Atlantic Ocean,2001-04-18,-12.65
Caribbean Sea,2001-04-18,-27.09
Gulf Mexico,2001-04-18,-44.9
Indian Ocean,2001-04-18,10.02
Indonesian,2001-04-18,88.98
Nino,2001-04-18,-13.15
North Atlantic,2001-04-18,-59.93
North Pacific,2001-04-18,-51.25
Pacific Ocean,2001-04-18,0.04
Sea Japan,2001-04-18,-92.52
Sea Okhotsk,2001-04-18,-41.64
South China,2001-04-18,-11.48
Southern Ocean,2001-04-18,30.68
Tropics,2001-04-18,-3.36
World,2001-04-18,-2.68
Yellow Sea,2001-04-18,-78.34
Adriatic Sea,2001-04-20,-29.64
Andaman Sea,2001-04-27,-31.96
Bay Bengal,2001-04-27,0.45
Mediterranean,2001-04-27,-85.47
South China,2001-04-27,-26.08
Arabian Sea,2001-04-28,37.7
Atlantic Ocean,2001-04-28,-20.25
Caribbean Sea,2001-04-28,-41.09
Gulf Mexico,2001-04-28,-63.3
Indian Ocean,2001-04-28,2.82
Indonesian,2001-04-28,69.88
Nino,2001-04-28,-26.85
North Atlantic,2001-04-28,-61.93
North Pacific,2001-04-28,-43.35
Pacific Ocean,2001-04-28,-1.16
Persian Gulf,2001-04-28,-12.19
Sea Japan,2001-04-28,-82.52
Sea Okhotsk,2001-04-28,-64.94
Southern Ocean,2001-04-28,27.78
Tropics,2001-04-28,-10.76
World,2001-04-28,-6.78
Yellow Sea,2001-04-28,-50.54
Adriatic Sea,2001-04-29,-20.34
Baltic Sea,2001-05-06,-99.4
Andaman Sea,2001-05-07,22.14
Bay Bengal,2001-05-07,21.45
Mediterranean,2001-05-07,-45.37
North Sea,2001-05-07,-67.39
Persian Gulf,2001-05-07,-42.49
Sea Japan,2001-05-07,-82.72
Sea Okhotsk,2001-05-07,-47.34
South China,2001-05-07,-22.68
Arabian Sea,2001-05-08,47.0
Atlantic Ocean,2001-05-08,-9.75
Bering Sea,2001-05-08,-86.26
Caribbean Sea,2001-05-08,-24.69
Gulf Mexico,2001-05-08,-30.9
Indian Ocean,2001-05-08,2.12
Indonesian,2001-05-08,76.48
Nino,2001-05-08,-23.45
North Atlantic,2001-05-08,-46.63
North Pacific,2001-05-08,-39.05
Pacific Ocean,2001-05-08,-5.06
Southern Ocean,2001-05-08,11.58
Tropics,2001-05-08,-2.66
World,2001-05-08,-4.98
Yellow Sea,2001-05-08,-38.94
Adriatic Sea,2001-05-09,11.96
Andaman Sea,2001-05-17,61.14
Arabian Sea,2001-05-17,48.8
Bay Bengal,2001-05-17,39.65
Gulf Mexico,2001-05-17,-20.7
Indian Ocean,2001-05-17,14.42
Indonesian,2001-05-17,62.68
Mediterranean,2001-05-17,-13.07
Nino,2001-05-17,-11.15
North Sea,2001-05-17,-70.49
Pacific Ocean,2001-05-17,2.94
Persian Gulf,2001-05-17,-76.39
Sea Japan,2001-05-17,-56.32
South China,2001-05-17,-9.28
Southern Ocean,2001-05-17,8.78
Tropics,2001-05-17,7.14
World,2001-05-17,0.52
Atlantic Ocean,2001-05-18,-16.15
Bering Sea,2001-05-18,-41.26
Caribbean Sea,2001-05-18,-8.99
North Atlantic,2001-05-18,-49.33
North Pacific,2001-05-18,-31.15
Sea Okhotsk,2001-05-18,7.46
Yellow Sea,2001-05-18,-54.54
Adriatic Sea,2001-05-19,47.56
Baltic Sea,2001-05-26,-50.0
Andaman Sea,2001-05-27,92.24
Arabian Sea,2001-05-27,42.0
Atlantic Ocean,2001-05-27,-17.15
Bay Bengal,2001-05-27,31.55
Bering Sea,2001-05-27,-47.26
Gulf Mexico,2001-05-27,-28.3
Indian Ocean,2001-05-27,21.72
Indonesian,2001-05-27,29.28
Mediterranean,2001-05-27,-46.17
Nino,2001-05-27,-14.85
North Pacific,2001-05-27,-35.25
North Sea,2001-05-27,-25.09
Pacific Ocean,2001-05-27,2.54
Persian Gulf,2001-05-27,-48.49
Sea Japan,2001-05-27,-56.42
South China,2001-05-27,-25.08
Southern Ocean,2001-05-27,18.48
Tropics,2001-05-27,2.84
World,2001-05-27,0.42
Adriatic Sea,2001-05-28,-29.34
Caribbean Sea,2001-05-28,-9.99
North Atlantic,2001-05-28,-55.43
Sea Okhotsk,2001-05-28,-23.44
Yellow Sea,2001-05-28,-30.04
Baltic Sea,2001-06-05,7.3
Andaman Sea,2001-06-06,78.24
Arabian Sea,2001-06-06,28.6
Atlantic Ocean,2001-06-06,-19.95
Bay Bengal,2001-06-06,37.95
Bering Sea,2001-06-06,-54.26
Indian Ocean,2001-06-06,24.82
Indonesian,2001-06-06,33.18
Mediterranean,2001-06-06,-49.77
Nino,2001-06-06,-14.85
North Atlantic,2001-06-06,-43.73
North Pacific,2001-06-06,-28.25
North Sea,2001-06-06,-25.79
Pacific Ocean,2001-06-06,-0.96
Persian Gulf,2001-06-06,9.81
Sea Japan,2001-06-06,-40.62
Sea Okhotsk,2001-06-06,1.56
South China,2001-06-06,-8.48
Southern Ocean,2001-06-06,16.08
Tropics,2001-06-06,-0.26
World,2001-06-06,-1.18
Adriatic Sea,2001-06-07,-30.24
Caribbean Sea,2001-06-07,-10.59
Gulf Mexico,2001-06-07,-34.6
Yellow Sea,2001-06-07,-36.44
Baltic Sea,2001-06-15,83.0
Andaman Sea,2001-06-16,54.14
Arabian Sea,2001-06-16,23.8
Atlantic Ocean,2001-06-16,-21.15
Bay Bengal,2001-06-16,27.25
Bering Sea,2001-06-16,-25.76
Gulf Mexico,2001-06-16,-32.8
Indian Ocean,2001-06-16,8.82
Indonesian,2001-06-16,21.98
Mediterranean,2001-06-16,-51.67
Nino,2001-06-16,-19.35
North Atlantic,2001-06-16,-32.63
North Pacific,2001-06-16,-21.55
North Sea,2001-06-16,-65.59
Pacific Ocean,2001-06-16,-4.26
Persian Gulf,2001-06-16,-29.39
Sea Japan,2001-06-16,-34.62
Sea Okhotsk,2001-06-16,-1.24
South China,2001-06-16,-34.68
Southern Ocean,2001-06-16,1.38
Tropics,2001-06-16,-4.76
World,2001-06-16,-6.18
Adriatic Sea,2001-06-17,-33.64
Caribbean Sea,2001-06-17,5.01
Yellow Sea,2001-06-17,27.76
Baltic Sea,2001-06-25,58.7
Sea Okhotsk,2001-06-25,3.86
Andaman Sea,2001-06-26,56.94
Arabian Sea,2001-06-26,-5.7
Atlantic Ocean,2001-06-26,-14.05
Bay Bengal,2001-06-26,21.25
Bering Sea,2001-06-26,-9.66
Gulf Mexico,2001-06-26,-14.9
Indian Ocean,2001-06-26,-2.28
Indonesian,2001-06-26,-0.12
Mediterranean,2001-06-26,-36.87
Nino,2001-06-26,-16.25
North Atlantic,2001-06-26,-19.13
North Pacific,2001-06-26,3.25
North Sea,2001-06-26,-52.09
Pacific Ocean,2001-06-26,7.64
Persian Gulf,2001-06-26,-34.79
Sea Japan,2001-06-26,-18.92
South China,2001-06-26,-22.88
Southern Ocean,2001-06-26,3.98
Tropics,2001-06-26,-0.66
World,2001-06-26,-0.68
Adriatic Sea,2001-06-27,-24.04
Caribbean Sea,2001-06-27,20.61
Yellow Sea,2001-06-27,38.06
Baltic Sea,2001-07-05,-3.0
Andaman Sea,2001-07-06,121.04
Arabian Sea,2001-07-06,-10.5
Atlantic Ocean,2001-07-06,-3.35
Bay Bengal,2001-07-06,12.95
Bering Sea,2001-07-06,-43.26
Caribbean Sea,2001-07-06,26.21
Gulf Mexico,2001-07-06,-8.8
Indian Ocean,2001-07-06,-2.08
Indonesian,2001-07-06,-9.22
Mediterranean,2001-07-06,-26.07
Nino,2001-07-06,-9.45
North Atlantic,2001-07-06,-5.53
North Pacific,2001-07-06,10.25
North Sea,2001-07-06,-75.19
Pacific Ocean,2001-07-06,8.54
Persian Gulf,2001-07-06,-58.69
Sea Japan,2001-07-06,-14.62
Sea Okhotsk,2001-07-06,-6.54
South China,2001-07-06,-13.18
Southern Ocean,2001-07-06,0.48
Tropics,2001-07-06,3.64
World,2001-07-06,2.22
Adriatic Sea,2001-07-07,-11.34
Yellow Sea,2001-07-07,61.86
Andaman Sea,2001-07-15,55.64
Baltic Sea,2001-07-15,-61.8
Persian Gulf,2001-07-15,-45.69
Sea Okhotsk,2001-07-15,-10.74
Arabian Sea,2001-07-16,-42.4
Atlantic Ocean,2001-07-16,-0.95
Bay Bengal,2001-07-16,4.55
Bering Sea,2001-07-16,-18.46
Caribbean Sea,2001-07-16,18.91
Gulf Mexico,2001-07-16,0.7
Indian Ocean,2001-07-16,4.52
Indonesian,2001-07-16,-23.42
Mediterranean,2001-07-16,3.53
Nino,2001-07-16,-3.65
North Atlantic,2001-07-16,3.97
North Pacific,2001-07-16,28.15
North Sea,2001-07-16,-57.29
Pacific Ocean,2001-07-16,16.04
Sea Japan,2001-07-16,-12.62
South China,2001-07-16,-14.58
Southern Ocean,2001-07-16,7.38
Tropics,2001-07-16,3.74
World,2001-07-16,7.12
Yellow Sea,2001-07-16,60.46
Adriatic Sea,2001-07-17,23.76
Baltic Sea,2001-07-25,-14.0
North Sea,2001-07-25,-32.99
Sea Okhotsk,2001-07-25,-5.54
Andaman Sea,2001-07-26,53.64
Arabian Sea,2001-07-26,-29.0
Atlantic Ocean,2001-07-26,3.25
Bay Bengal,2001-07-26,-4.55
Bering Sea,2001-07-26,-9.06
Caribbean Sea,2001-07-26,20.51
Gulf Mexico,2001-07-26,23.4
Indian Ocean,2001-07-26,2.22
Indonesian,2001-07-26,-51.42
Mediterranean,2001-07-26,14.73
Nino,2001-07-26,-0.55
North Atlantic,2001-07-26,21.87
North Pacific,2001-07-26,28.15
Pacific Ocean,2001-07-26,8.54
Persian Gulf,2001-07-26,22.71
Sea Japan,2001-07-26,15.78
South China,2001-07-26,10.82
Southern Ocean,2001-07-26,-7.02
Tropics,2001-07-26,4.74
World,2001-07-26,4.72
Yellow Sea,2001-07-26,75.96
Adriatic Sea,2001-07-27,39.76
Andaman Sea,2001-08-04,127.44
Baltic Sea,2001-08-04,32.9
North Sea,2001-08-04,6.51
Sea Okhotsk,2001-08-04,20.06
South China,2001-08-04,4.82
Arabian Sea,2001-08-05,-53.7
Atlantic Ocean,2001-08-05,-1.45
Bay Bengal,2001-08-05,-2.45
Bering Sea,2001-08-05,-5.86
Caribbean Sea,2001-08-05,12.11
Gulf Mexico,2001-08-05,29.8
Indian Ocean,2001-08-05,-4.38
Indonesian,2001-08-05,-45.42
Mediterranean,2001-08-05,23.23
Nino,2001-08-05,3.05
North Atlantic,2001-08-05,15.57
North Pacific,2001-08-05,43.05
Pacific Ocean,2001-08-05,16.34
Persian Gulf,2001-08-05,-0.79
Sea Japan,2001-08-05,40.28
Southern Ocean,2001-08-05,-10.22
Tropics,2001-08-05,8.94
World,2001-08-05,6.72
Yellow Sea,2001-08-05,100.36
Adriatic Sea,2001-08-06,33.66
Andaman Sea,2001-08-14,93.64
Baltic Sea,2001-08-14,104.7
Mediterranean,2001-08-14,14.63
North Sea,2001-08-14,-26.69
Sea Japan,2001-08-14,25.38
Sea Okhotsk,2001-08-14,-14.84
South China,2001-08-14,8.32
Arabian Sea,2001-08-15,-64.3
Atlantic Ocean,2001-08-15,-13.45
Bay Bengal,2001-08-15,-10.75
Bering Sea,2001-08-15,-6.26
Caribbean Sea,2001-08-15,10.61
Gulf Mexico,2001-08-15,17.3
Indian Ocean,2001-08-15,-23.68
Indonesian,2001-08-15,-49.92
Nino,2001-08-15,-12.25
North Atlantic,2001-08-15,4.67
North Pacific,2001-08-15,43.95
Pacific Ocean,2001-08-15,16.94
Persian Gulf,2001-08-15,-40.39
Southern Ocean,2001-08-15,-12.42
Tropics,2001-08-15,-0.46
World,2001-08-15,0.42
Yellow Sea,2001-08-15,114.66
Adriatic Sea,2001-08-16,49.76
Andaman Sea,2001-08-24,58.34
Baltic Sea,2001-08-24,82.8
Bay Bengal,2001-08-24,-0.65
Gulf Mexico,2001-08-24,48.4
Indian Ocean,2001-08-24,-10.48
Mediterranean,2001-08-24,3.93
North Sea,2001-08-24,25.51
Persian Gulf,2001-08-24,-34.79
Sea Japan,2001-08-24,64.58
Sea Okhotsk,2001-08-24,-1.04
South China,2001-08-24,5.72
Adriatic Sea,2001-08-25,0.16
Arabian Sea,2001-08-25,-66.3
Atlantic Ocean,2001-08-25,-5.35
Bering Sea,2001-08-25,-42.76
Caribbean Sea,2001-08-25,30.61
Indonesian,2001-08-25,-65.82
Nino,2001-08-25,-12.35
North Atlantic,2001-08-25,28.67
North Pacific,2001-08-25,50.25
Pacific Ocean,2001-08-25,7.94
Southern Ocean,2001-08-25,-13.22
Tropics,2001-08-25,-3.16
World,2001-08-25,0.12
Yellow Sea,2001-08-25,158.26
Andaman Sea,2001-09-03,36.14
Baltic Sea,2001-09-03,20.5
Bay Bengal,2001-09-03,-29.15
Indian Ocean,2001-09-03,0.62
Indonesian,2001-09-03,-36.72
Mediterranean,2001-09-03,51.13
Nino,2001-09-03,-5.05
North Pacific,2001-09-03,56.35
North Sea,2001-09-03,55.01
Pacific Ocean,2001-09-03,7.74
Persian Gulf,2001-09-03,-10.59
Sea Japan,2001-09-03,82.98
Sea Okhotsk,2001-09-03,5.36
South China,2001-09-03,7.52
Southern Ocean,2001-09-03,-9.62
Tropics,2001-09-03,1.84
World,2001-09-03,5.62
Adriatic Sea,2001-09-04,45.26
Arabian Sea,2001-09-04,-65.9
Atlantic Ocean,2001-09-04,6.55
Bering Sea,2001-09-04,-19.16
Caribbean Sea,2001-09-04,50.81
Gulf Mexico,2001-09-04,46.4
North Atlantic,2001-09-04,46.27
Yellow Sea,2001-09-04,165.86
Baltic Sea,2001-09-12,161.6
Arabian Sea,2001-09-13,-64.1
Atlantic Ocean,2001-09-13,19.15
Bay Bengal,2001-09-13,-15.25
Bering Sea,2001-09-13,10.34
Caribbean Sea,2001-09-13,41.81
Gulf Mexico,2001-09-13,57.3
Indian Ocean,2001-09-13,-2.48
Indonesian,2001-09-13,-21.42
Mediterranean,2001-09-13,85.43
Nino,2001-09-13,16.55
North Pacific,2001-09-13,71.75
North Sea,2001-09-13,63.41
Pacific Ocean,2001-09-13,20.54
Persian Gulf,2001-09-13,8.51
Sea Japan,2001-09-13,106.48
Sea Okhotsk,2001-09-13,2.46
South China,2001-09-13,42.62
Southern Ocean,2001-09-13,-7.52
Tropics,2001-09-13,14.74
World,2001-09-13,15.92
Adriatic Sea,2001-09-14,70.96
Andaman Sea,2001-09-14,23.94
North Atlantic,2001-09-14,58.27
Yellow Sea,2001-09-14,176.36
Andaman Sea,2001-09-23,47.44
Arabian Sea,2001-09-23,-56.8
Atlantic Ocean,2001-09-23,20.65
Baltic Sea,2001-09-23,132.8
Bay Bengal,2001-09-23,-13.25
Bering Sea,2001-09-23,-13.06
Gulf Mexico,2001-09-23,72.1
Indian Ocean,2001-09-23,0.32
Indonesian,2001-09-23,-17.92
Mediterranean,2001-09-23,93.23
Nino,2001-09-23,16.25
North Pacific,2001-09-23,69.15
North Sea,2001-09-23,19.81
Pacific Ocean,2001-09-23,19.74
Persian Gulf,2001-09-23,14.91
Sea Japan,2001-09-23,90.88
Sea Okhotsk,2001-09-23,-9.84
South China,2001-09-23,65.02
Southern Ocean,2001-09-23,-0.72
Tropics,2001-09-23,12.54
World,2001-09-23,16.92
Adriatic Sea,2001-09-24,66.96
Caribbean Sea,2001-09-24,70.81
North Atlantic,2001-09-24,64.27
Yellow Sea,2001-09-24,142.56
Andaman Sea,2001-10-03,0.94
Arabian Sea,2001-10-03,-67.9
Atlantic Ocean,2001-10-03,17.75
Bay Bengal,2001-10-03,-15.85
Bering Sea,2001-10-03,-12.06
Gulf Mexico,2001-10-03,69.2
Indian Ocean,2001-10-03,8.42
Indonesian,2001-10-03,-10.72
Mediterranean,2001-10-03,119.53
Nino,2001-10-03,15.35
North Atlantic,2001-10-03,54.77
North Pacific,2001-10-03,57.85
North Sea,2001-10-03,58.51
Pacific Ocean,2001-10-03,15.24
Persian Gulf,2001-10-03,-11.59
Sea Japan,2001-10-03,138.18
Sea Okhotsk,2001-10-03,21.86
South China,2001-10-03,60.02
Southern Ocean,2001-10-03,1.88
Tropics,2001-10-03,10.64
World,2001-10-03,15.12
Adriatic Sea,2001-10-04,94.36
Caribbean Sea,2001-10-04,53.01
Yellow Sea,2001-10-04,114.76
Baltic Sea,2001-10-12,80.7
Andaman Sea,2001-10-13,98.24
Arabian Sea,2001-10-13,-68.8
Atlantic Ocean,2001-10-13,17.75
Bay Bengal,2001-10-13,-31.55
Bering Sea,2001-10-13,-22.06
